p1,p2,label,f_label
O00570,A2A368,0,IDPPI
P56177,A2A368,0,IDPPI
Q13127,A2A3K4,0,IDPPI
Q96M53,A2A3L6,0,IDPPI
Q9H6I2,A2A3L6,0,IDPPI
Q9ULN7,A2A3L6,0,IDPPI
Q14641,A2RRH5,0,IDPPI
A6NGK3,A2RTX5,0,IDPPI
Q9UMQ3,A2RTX5,0,IDPPI
Q9Y3U8,A2RTX5,0,IDPPI
P14651,A2RTY3,0,IDPPI
O43303,A2RU14,0,IDPPI
Q5VT28,A2RU14,0,IDPPI
Q9H7S9,A2RU14,0,IDPPI
P31274,A2RU49,0,IDPPI
Q15025,A2RU49,0,IDPPI
Q2T9L4,A2RU49,0,IDPPI
Q7Z6I8,A2RU49,0,IDPPI
Q03828,A2RU67,0,IDPPI
O15265,A2RUC4,0,IDPPI
Q9HCM3,A2RUH7,0,IDPPI
B1ATL7,A2RUS2,0,IDPPI
O43248,A2RUS2,0,IDPPI
P02654,A2RUS2,0,IDPPI
Q8N8E2,A2RUS2,0,IDPPI
Q9H6F5,A2RUS2,0,IDPPI
Q8TF63,A2RUU4,0,IDPPI
Q8IXT1,A3KMH1,0,IDPPI
Q8TAM6,A3KMH1,0,IDPPI
P01135,A3KN83,0,IDPPI
M0QZC1,A3QJZ6,0,IDPPI
Q9H4I2,A3QJZ7,0,IDPPI
O96001,A4D0V7,0,IDPPI
Q6NUN7,A4D126,0,IDPPI
Q14865,A4D161,0,IDPPI
Q3KP66,A4D161,0,IDPPI
Q96T17,A4D161,0,IDPPI
Q7Z6G3,A4D1E9,1,PPI
Q9NQB0,A4D1E9,0,IDPPI
Q8N4B5,A4D1T9,0,IDPPI
Q96F83,A4D1T9,0,IDPPI
Q15788,A4D1U4,0,IDPPI
Q8N4M7,A4D1U4,0,IDPPI
P0CL80,A4D2B0,0,IDPPI
Q08AM6,A4D2B0,1,PPI
Q9UIG4,A4D2B0,0,IDPPI
Q6L8G9,A4FU69,0,IDPPI
Q7Z417,A4FU69,0,IDPPI
Q6UWW9,A4GXA9,0,IDPPI
O75362,A4QMS7,0,IDPPI
P17481,A4QMS7,0,IDPPI
Q6ZU35,A4QPB2,0,IDPPI
Q92982,A4QPB2,0,IDPPI
Q9GZM8,A4QPB2,0,IDPPI
Q8IXS6,A5D8T8,0,IDPPI
Q6NSI3,A5D8V7,0,IDPPI
Q6RVD6,A5D8W1,0,IDPPI
Q14802,A5PLL7,0,IDPPI
A4QN01,A5PLN9,0,IDPPI
Q8TAX7,A5PLN9,0,IDPPI
P59991,A5X5Y0,0,IDPPI
Q7Z7K2,A5X5Y0,0,IDPPI
Q7Z417,A6BM72,1,IDPPI
Q5TEZ4,A6NC51,0,IDPPI
Q8IVA1,A6NCF5,0,IDPPI
Q99750,A6NCF5,0,IDPPI
O60732,A6NCI4,0,IDPPI
Q9BU76,A6NCI4,0,IDPPI
Q5T749,A6ND48,0,IDPPI
Q9UHB6,A6ND48,0,IDPPI
P47914,A6ND91,0,IDPPI
Q30KQ4,A6ND91,0,IDPPI
Q99750,A6ND91,0,IDPPI
Q5T5P2,A6NDA9,0,IDPPI
Q8NEA5,A6NDG6,0,IDPPI
A1A4G5,A6NDH6,0,IDPPI
Q9H3Q1,A6NDH6,0,IDPPI
Q14242,A6NDL8,0,IDPPI
Q16821,A6NDL8,0,IDPPI
Q8TAG6,A6NDL8,0,IDPPI
A6NDN3,A6NDU8,0,IDPPI
P38398,A6NDU8,0,IDPPI
Q5XG99,A6NDV4,0,IDPPI
Q9Y3Y2,A6NDV4,0,IDPPI
Q3C1V8,A6NE02,0,IDPPI
Q5VTT2,A6NE52,0,IDPPI
Q13061,A6NEE1,0,IDPPI
O43463,A6NEM1,1,IDPPI
O75604,A6NEM1,1,IDPPI
P17661,A6NEM1,1,IDPPI
Q9NPB3,A6NEM1,1,IDPPI
P56470,A6NEM1,1,IDPPI
Q00403,A6NEM1,1,IDPPI
Q16595,A6NEM1,1,IDPPI
Q3KQV3,A6NEM1,1,IDPPI
Q5W5X9,A6NEM1,1,IDPPI
Q96FJ0,A6NEM1,1,IDPPI
Q99757,A6NEM1,1,IDPPI
Q9GZT3,A6NEM1,1,IDPPI
Q9H1K1,A6NEM1,1,IDPPI
Q9NPJ8,A6NEM1,1,IDPPI
Q9NVF7,A6NEM1,1,IDPPI
Q9UGP5,A6NEM1,1,IDPPI
Q9Y3B7,A6NEM1,1,IDPPI
Q96LS8,A6NEN9,0,IDPPI
Q9BRR8,A6NET4,0,IDPPI
Q8NBB4,A6NF89,0,IDPPI
Q9UIU6,A6NFC5,0,IDPPI
O60548,A6NFE3,0,IDPPI
P14651,A6NFH5,0,IDPPI
Q9C0D4,A6NFN9,0,IDPPI
Q9Y675,A6NFN9,0,IDPPI
P51687,A6NFU0,1,PPI
Q69YI7,A6NFU0,0,IDPPI
Q8WWW8,A6NFU0,0,IDPPI
Q9HDD0,A6NFU0,1,PPI
P59991,A6NFU8,0,IDPPI
Q5TFG8,A6NFU8,0,IDPPI
Q8WWI1,A6NFX1,0,IDPPI
A6NNA2,A6NFY7,0,IDPPI
H0YM25,A6NFY7,0,IDPPI
Q96PG1,A6NFY7,0,IDPPI
Q2M2E3,A6NGA9,0,IDPPI
Q9HA38,A6NGH7,0,IDPPI
Q9NQC3,A6NGH8,0,IDPPI
P07476,A6NGQ2,0,IDPPI
P09917,A6NGQ2,1,PPI
P14138,A6NGQ2,0,IDPPI
A8MV81,A6NGY3,0,IDPPI
Q8N910,A6NGY3,0,IDPPI
Q9BYE4,A6NGY5,0,IDPPI
A8MT70,A6NH00,0,IDPPI
P49711,A6NH00,0,IDPPI
P52746,A6NH00,0,IDPPI
Q6ZNA4,A6NH21,0,IDPPI
O95196,A6NH52,0,IDPPI
A6NDZ8,A6NHA9,0,IDPPI
Q9ULJ3,A6NHA9,0,IDPPI
Q6P1L5,A6NHC0,0,IDPPI
P31269,A6NI61,0,IDPPI
Q15032,A6NIJ9,0,IDPPI
A6NI28,A6NIM6,0,PPI
P26371,A6NIM6,0,IDPPI
I3L0S3,A6NIV6,0,IDPPI
O43555,A6NIV6,0,IDPPI
Q8N6Y0,A6NJ78,1,IDPPI
Q96AQ9,A6NJ78,0,IDPPI
Q96RU7,A6NJB7,1,IDPPI
Q6L8G9,A6NJI9,0,IDPPI
Q8WWF3,A6NJI9,0,IDPPI
Q9NQ03,A6NJI9,0,IDPPI
P35325,A6NJJ6,0,IDPPI
P60228,A6NJJ6,0,IDPPI
A8MZF0,A6NJW4,0,IDPPI
Q8WXF3,A6NJW4,0,IDPPI
Q8NBI3,A6NJZ3,0,IDPPI
A6NER3,A6NK06,0,IDPPI
A1A519,A6NK58,0,IDPPI
P0CE67,A6NKD2,0,IDPPI
A3KN83,A6NKK0,0,PPI
P18545,A6NKK0,0,IDPPI
P0CW21,A6NKQ9,0,IDPPI
Q8NE31,A6NKQ9,0,IDPPI
Q96EI5,A6NKQ9,0,IDPPI
A6NCJ1,A6NKT7,0,IDPPI
Q6ZMY3,A6NKT7,0,IDPPI
P52746,A6NLP5,0,IDPPI
P59052,A6NLU0,0,IDPPI
Q8IUB5,A6NLU0,0,IDPPI
Q86YL5,A6NLW8,0,IDPPI
O15049,A6NLX3,0,IDPPI
Q8N6G2,A6NLX3,0,IDPPI
Q9BT56,A6NLX3,0,IDPPI
Q4VCS5,A6NM03,0,IDPPI
Q86SQ0,A6NM10,0,IDPPI
Q8IXB3,A6NM10,1,IDPPI
Q9H1M3,A6NM10,0,IDPPI
Q9H307,A6NM10,0,IDPPI
Q9NTK1,A6NM10,0,IDPPI
P02724,A6NM36,0,IDPPI
P62891,A6NM76,0,IDPPI
Q5TF21,A6NM76,0,IDPPI
Q5VVP1,A6NM76,0,IDPPI
Q96M15,A6NM76,0,IDPPI
Q8N944,A6NMB1,0,IDPPI
Q9BUV0,A6NMB1,0,IDPPI
O60269,A6NMK7,0,IDPPI
Q6P5S7,A6NML5,0,IDPPI
Q96PM9,A6NML5,0,IDPPI
Q3KP66,A6NMZ2,0,IDPPI
Q96DF8,A6NMZ2,0,IDPPI
Q6ZPB5,A6NNL5,0,IDPPI
Q9NX31,A6NNL5,0,IDPPI
P05305,A6NNP5,0,IDPPI
Q8N729,A6NNW6,0,IDPPI
Q9Y2H5,A6NNX1,0,IDPPI
P49716,A6PVC2,0,IDPPI
Q9UJ90,A6PVC2,0,IDPPI
P0DPB3,A6XGL0,0,IDPPI
Q3LI73,A7E2S9,0,IDPPI
Q05925,A7E2V4,0,IDPPI
Q8TB33,A7E2V4,0,IDPPI
Q9UK00,A7E2V4,0,IDPPI
Q9BQ49,A7E2Y1,0,IDPPI
A6NI56,A7MBM2,0,PPI
O14777,A8K0Z3,1,IDPPI
Q9Y2K6,A8K0Z3,1,IDPPI
Q8IW50,A8K2U0,0,IDPPI
Q96GY0,A8K4G0,0,IDPPI
O60393,A8K855,0,IDPPI
A1L443,A8K8P3,0,IDPPI
Q6ZU35,A8MPS7,0,IDPPI
Q9UL40,A8MPS7,0,IDPPI
Q8WY64,Q05516,1,IDPPI
Q4G0N7,Q9BXA7,1,IDPPI
P40938,Q0VD86,1,IDPPI
Q13323,Q86W74,1,IDPPI
Q9BT92,Q8IYE1,1,IDPPI
O00559,Q96G79,1,IDPPI
Q7Z6G3,Q3B820,1,IDPPI
P01189,P62508,1,IDPPI
Q9H1Y0,Q0VD86,1,IDPPI
Q8WV48,P01375,1,IDPPI
Q14802,Q15125,1,IDPPI
Q6P1W5,Q9NPG2,1,IDPPI
O43765,Q86TD4,1,IDPPI
Q14318,Q8TBP5,1,IDPPI
Q05516,Q8TD31,1,IDPPI
O75830,Q9UHD9,1,IDPPI
Q96G75,Q01844,1,IDPPI
P25788,Q8ND83,1,IDPPI
Q9BSW7,P23508,1,IDPPI
Q5T7W7,Q7Z4V0,1,IDPPI
Q9BQ89,Q86WT6,1,IDPPI
O43186,Q17RB8,1,IDPPI
P50222,O95872,1,IDPPI
Q12805,Q5T751,1,IDPPI
O14843,O43561,1,IDPPI
Q6UY14,Q9BWW8,1,IDPPI
Q9UBB9,Q8NE31,1,IDPPI
Q15025,Q8NEF3,1,IDPPI
Q9NS68,Q8N3F0,1,IDPPI
Q8IXK0,Q9Y295,1,IDPPI
O95208,P0CG48,1,IDPPI
Q5TA45,Q99932,1,IDPPI
Q7Z5L2,A6NFU0,1,IDPPI
Q13526,Q9UHD9,1,IDPPI
P19397,Q9NS64,0,IDPPI
Q16617,P15941,0,IDPPI
Q05516,A8MTB9,0,IDPPI
Q8IZY5,A8MTB9,0,IDPPI
Q6UWI2,A8MTL0,0,IDPPI
Q8N3D4,A8MTL0,0,IDPPI
Q9NWN3,A8MTL0,0,IDPPI
Q7Z5L2,A8MTL9,0,IDPPI
Q8NFJ8,A8MTT3,0,IDPPI
A2RU14,A8MUM7,0,PPI
A6NGU7,A8MUP2,0,IDPPI
O75716,A8MUP2,1,PPI
Q96C92,A8MUP2,0,IDPPI
P55916,A8MV23,0,IDPPI
Q6ZW13,A8MV23,0,IDPPI
Q5BKZ1,A8MV24,0,IDPPI
O15496,A8MV65,1,IDPPI
Q15562,A8MV65,1,IDPPI
Q8IWB4,A8MVS5,0,IDPPI
Q96M02,A8MVS5,0,IDPPI
Q9UQF0,A8MVS5,0,IDPPI
A1L4K1,A8MVW5,0,PPI
Q5SSG8,A8MVW5,0,IDPPI
A8MUM7,A8MW99,0,PPI
O15240,A8MW99,0,IDPPI
O75344,A8MW99,1,PPI
Q8N5G2,A8MW99,1,PPI
Q96FC7,A8MW99,1,PPI
Q9H4M7,A8MW99,1,IDPPI
Q9HAU0,A8MW99,0,IDPPI
Q9NPG2,A8MW99,1,PPI
A6NJI1,A8MXD5,0,IDPPI
P13196,A8MXD5,1,PPI
P40123,A8MXD5,1,PPI
Q6X4T0,A8MXD5,0,IDPPI
O14603,A8MXK1,0,IDPPI
P17096,A8MXK1,0,IDPPI
Q8IVA1,A8MXK1,0,IDPPI
Q9NNZ6,A8MXK1,0,IDPPI
Q9NQC3,A8MXV4,0,IDPPI
Q9H3Q1,A8MYJ7,0,IDPPI
Q96C55,A8MYU2,0,IDPPI
Q9Y2S6,A8MYU2,0,IDPPI
Q96E39,A8MYZ5,0,IDPPI
P49711,A8MZ26,0,IDPPI
Q0IIN9,A8MZ36,0,IDPPI
O95785,A9UHW6,0,IDPPI
Q86YI8,A9UHW6,0,IDPPI
Q9ULZ1,A9UHW6,0,IDPPI
Q3ZAQ7,B0FP48,0,IDPPI
Q96A73,B0FP48,0,IDPPI
P17676,B0I1T2,0,IDPPI
P27658,B0I1T2,0,IDPPI
Q9UJT2,B0I1T2,0,IDPPI
O60927,B0YJ81,0,IDPPI
Q8NAV2,B0YJ81,0,IDPPI
Q9UHB6,B0YJ81,0,IDPPI
Q14695,B1ANS9,0,IDPPI
Q5VWT5,B1ANS9,0,IDPPI
P52594,B2RC85,0,IDPPI
Q53TQ3,B2RC85,0,IDPPI
Q9NY87,B2RC85,0,IDPPI
Q3MIW9,B2RXH2,0,IDPPI
Q9NQG6,B3EWG3,1,IDPPI
Q8TC05,B3GLJ2,0,IDPPI
Q9Y215,B3GLJ2,0,IDPPI
P54849,B3SHH9,1,PPI
Q5BKZ1,B5MCY1,0,IDPPI
Q6UXD1,B5MCY1,0,IDPPI
Q9ULR5,B5MCY1,0,IDPPI
Q8WWY7,B5ME19,0,IDPPI
Q9BVC5,B6A8C7,0,IDPPI
O00193,B7ZAQ6,0,IDPPI
Q3V5L5,B9A064,1,PPI
Q9NP98,B9EJG8,0,IDPPI
Q6IC83,C9JCN9,0,IDPPI
Q8IZR5,C9JCN9,1,PPI
Q9H305,C9JCN9,0,IDPPI
P22528,C9JLJ4,0,IDPPI
Q9H2H0,C9JLJ4,0,IDPPI
Q6NZI2,C9JPN9,0,IDPPI
A6NIU2,C9JQI7,0,IDPPI
Q9H0J4,C9JR72,0,IDPPI
A6NJB7,C9JRZ8,0,IDPPI
A7MD48,C9JRZ8,0,IDPPI
Q5TID7,C9JVI0,0,IDPPI
Q6UXP3,D3W0D1,0,IDPPI
Q9BTK6,D3W0D1,0,IDPPI
Q9HCH0,D3W0D1,0,IDPPI
Q9NP74,D3W0D1,0,IDPPI
Q15699,D6RA61,0,IDPPI
Q5XKR4,D6RA61,0,IDPPI
P60508,D6RBQ6,0,IDPPI
Q2TAM9,D6RCP7,0,IDPPI
Q86T20,D6RCP7,0,IDPPI
Q8IUB9,D6RCP7,0,IDPPI
Q8N4C9,D6RJB6,0,IDPPI
E9PQR5,E5RJM6,0,IDPPI
Q2TAM9,E5RJM6,0,IDPPI
Q537H7,E5RJM6,0,IDPPI
Q8IVN3,E5RJM6,0,IDPPI
Q8N0U2,E5RJM6,0,IDPPI
Q8NA54,E9PI22,1,IDPPI
P51816,E9PQ53,0,IDPPI
Q9P2H0,E9PQ53,0,IDPPI
B3GLJ2,E9PQX1,0,PPI
P09693,E9PQX1,1,PPI
Q9NP70,E9PQX1,0,IDPPI
F8WCM5,F2Z333,0,IDPPI
O15049,F2Z333,0,IDPPI
Q9UGQ2,F2Z333,0,IDPPI
Q6L8G4,F8VTS6,0,IDPPI
Q7Z4H4,G3V0H7,0,IDPPI
Q9NVV2,G3V0H7,0,IDPPI
Q96MC9,H0Y354,0,IDPPI
Q8NDX6,H0Y7S4,0,IDPPI
Q96QR1,H0Y7S4,0,IDPPI
Q9HAV5,H0Y7S4,0,IDPPI
P60014,H0YL14,0,IDPPI
Q86SQ0,H3BNL8,0,IDPPI
Q8IXB3,H3BNL8,0,IDPPI
P0C7P2,H3BPM6,0,IDPPI
P0CL82,H3BQJ8,0,IDPPI
Q8N123,K7EJ46,0,IDPPI
Q9BRR8,K7EJ46,0,IDPPI
O43823,K7ESF6,0,IDPPI
Q6UXB0,K7ESF6,0,IDPPI
O43583,O00115,0,IDPPI
Q9C0C6,O00115,0,IDPPI
Q13495,O00116,0,IDPPI
P58340,O00139,0,IDPPI
Q8WZ55,O00139,0,IDPPI
Q5RHP9,O00142,0,IDPPI
Q9BQM9,O00142,0,IDPPI
Q5T1J6,O00144,0,IDPPI
Q8NHZ8,O00144,0,IDPPI
Q13554,O00154,1,PPI
Q13520,O00155,1,PPI
Q9P003,O00155,1,PPI
P27816,O00160,0,IDPPI
Q8N9M1,O00167,0,IDPPI
Q8WU49,O00167,0,IDPPI
Q9HAW4,O00167,0,IDPPI
Q4LEZ3,O00175,0,IDPPI
H0YL09,O00178,0,IDPPI
Q3LI83,O00178,0,IDPPI
Q5FBB7,O00178,0,IDPPI
Q5VZB9,O00178,0,IDPPI
Q6UWS5,O00178,0,IDPPI
Q13520,O00180,1,PPI
Q9BZI1,O00180,0,IDPPI
Q9Y4E1,O00180,0,IDPPI
Q03112,O00189,0,IDPPI
A2RU48,O00194,0,PPI
Q3LI73,O00194,0,IDPPI
Q96NA2,O00194,0,IDPPI
Q9GZY6,O00194,0,IDPPI
Q6ZN01,O00203,0,IDPPI
Q14140,O00204,0,IDPPI
Q15025,O00204,0,IDPPI
Q8N9H9,O00204,0,IDPPI
Q15170,O00217,0,IDPPI
Q9H9H5,O00219,0,IDPPI
Q9Y5P3,O00219,0,IDPPI
Q9H5V7,O00220,0,IDPPI
A6NGY3,O00231,0,PPI
Q02086,O00231,0,IDPPI
Q96IZ0,O00231,0,IDPPI
O94993,O00232,0,IDPPI
Q2KHM9,O00232,0,IDPPI
Q5HY64,O00232,0,IDPPI
Q7Z434,O00232,0,IDPPI
Q562F6,O00237,0,IDPPI
Q9Y284,O00237,0,IDPPI
Q8NAP3,O00238,0,IDPPI
Q6VMQ6,O00244,0,IDPPI
O15353,O00254,0,IDPPI
Q32MZ4,O00254,0,IDPPI
Q5SRN2,O00254,0,IDPPI
P35716,O00255,0,IDPPI
P51798,O00258,1,PPI
Q7Z769,O00258,1,PPI
Q9NWN3,O00258,0,IDPPI
Q7Z3D4,O00267,0,IDPPI
P47974,O00270,0,IDPPI
Q9GZY8,O00270,0,IDPPI
Q9H2W2,O00270,0,IDPPI
Q8TAA1,O00291,0,IDPPI
A4D1T9,O00300,0,PPI
Q9BUH8,O00300,0,IDPPI
Q6NZI2,O00303,0,IDPPI
Q7L2H7,O00303,1,IDPPI
Q8IYX3,O00329,0,IDPPI
A6NE02,O00330,0,PPI
Q562F6,O00337,0,IDPPI
Q96BU1,O00337,0,IDPPI
Q96QD9,O00337,0,IDPPI
A6NKL6,O00338,0,IDPPI
O43365,O00338,0,IDPPI
Q9NXE8,O00338,0,IDPPI
A4D2B0,O00339,0,PPI
Q99218,O00339,0,IDPPI
Q05516,O00341,0,IDPPI
Q6P1W5,O00391,0,IDPPI
Q5QJE6,O00398,0,IDPPI
A6NJG6,O00399,0,IDPPI
P24588,O00400,0,IDPPI
Q14774,O00400,0,IDPPI
Q3LI58,O00400,0,IDPPI
P10636,O00408,0,IDPPI
Q9P0K8,O00408,0,IDPPI
Q0VDD7,O00411,0,IDPPI
Q9UMS6,O00411,0,IDPPI
Q8IYD9,O00418,0,IDPPI
A8MTZ7,O00422,0,IDPPI
E5RHQ5,O00423,0,IDPPI
Q8NI28,O00423,0,IDPPI
Q92585,O00423,0,IDPPI
Q3ZCQ2,O00425,0,IDPPI
Q5SVJ3,O00425,0,IDPPI
C9JUS6,O00442,0,IDPPI
Q9H4L5,O00444,1,PPI
P31271,O00445,0,IDPPI
Q9Y2H5,O00451,0,IDPPI
Q5VTT2,O00458,0,IDPPI
A6XGL0,O00462,0,PPI
H3BQB6,O00462,0,IDPPI
O14627,O00463,0,IDPPI
Q9H094,O00463,0,IDPPI
Q9NYF8,O00463,0,IDPPI
P22466,O00471,0,IDPPI
Q05925,O00471,0,IDPPI
Q9GZM8,O00476,0,IDPPI
Q9H9R9,O00476,0,IDPPI
C9JL84,O00482,0,IDPPI
Q5QJ38,O00482,0,IDPPI
Q6UUV7,O00483,0,IDPPI
Q8TCY5,O00483,0,IDPPI
P51665,O00487,1,PPI
Q5W0B1,O00487,0,IDPPI
Q96MC4,O00487,0,IDPPI
P55198,O00519,0,IDPPI
A2RU30,O00522,0,IDPPI
Q68D10,O00526,0,IDPPI
Q69YI7,O00526,0,IDPPI
Q9NX31,O00533,0,IDPPI
Q9NU39,O00534,0,IDPPI
Q96HR9,O00559,1,IDPPI
O43759,O00560,1,PPI
P13073,O00560,1,PPI
P49902,O00560,1,PPI
P63241,O00560,1,PPI
Q13596,O00560,1,PPI
Q14565,O00560,1,PPI
Q8TC92,O00560,1,PPI
Q9H079,O00560,1,PPI
Q9UKJ5,O00560,1,PPI
O43303,O00567,0,IDPPI
B3KS81,O00584,0,IDPPI
Q96QR1,O00584,0,IDPPI
Q9BXU9,O00584,0,IDPPI
Q5BVD1,O00585,1,PPI
Q9NQ76,O00585,0,IDPPI
Q8N5Q1,O00587,0,IDPPI
Q96B49,O00587,0,IDPPI
Q9NPF0,O00587,0,IDPPI
Q9BVC6,O00590,0,IDPPI
A6NLJ0,O00591,0,IDPPI
Q4VCS5,O00591,0,IDPPI
Q96KW9,O00591,0,IDPPI
Q8N3Z6,O00623,0,IDPPI
Q9BUN1,O00624,0,IDPPI
Q5JVX7,O00625,0,IDPPI
Q9P227,O00625,0,IDPPI
Q9P2F5,O00625,0,IDPPI
P53814,O00626,0,IDPPI
Q8N111,O00628,0,IDPPI
O94964,O00634,0,IDPPI
P63313,O00634,0,IDPPI
Q92585,O00634,0,IDPPI
Q96B54,O00634,0,IDPPI
Q0VDE8,O00635,0,IDPPI
Q9H910,O00635,0,IDPPI
O15353,O00744,0,IDPPI
J3KSC0,O00746,0,IDPPI
O95197,O00746,0,IDPPI
Q0VDD7,O00746,0,IDPPI
Q13316,O00748,0,IDPPI
Q8NEW7,O00748,0,IDPPI
Q8WWA1,O00748,0,IDPPI
Q96C57,O00748,0,IDPPI
Q9P242,O00750,0,IDPPI
A8MT70,O00757,0,IDPPI
Q9H3Y8,O00757,0,IDPPI
Q9Y4E1,O00762,0,IDPPI
Q92954,O00764,0,IDPPI
Q96AQ9,O00764,0,IDPPI
Q9HA82,O00767,1,PPI
Q4LEZ3,O14495,0,IDPPI
Q96EH5,O14495,0,IDPPI
O00193,O14498,0,IDPPI
Q9HCQ7,O14498,0,IDPPI
A0PJZ3,O14508,0,PPI
Q96BZ8,O14508,0,IDPPI
Q8TF63,O14520,0,IDPPI
P09683,O14521,0,IDPPI
Q8NDY8,O14521,0,IDPPI
O75841,O14524,1,PPI
Q5BJF2,O14524,1,PPI
O43768,O14526,0,IDPPI
Q13895,O14526,1,PPI
Q96GE9,O14526,0,IDPPI
Q9BSM1,O14526,1,PPI
Q9NRQ2,O14526,1,PPI
Q13428,O14530,0,IDPPI
Q2M2E5,O14530,0,IDPPI
Q3C1V8,O14530,0,IDPPI
Q8TAD7,O14530,0,IDPPI
Q8NC26,O14548,0,IDPPI
Q6ULP2,O14556,0,IDPPI
Q15583,O14561,0,IDPPI
Q6PEX3,O14561,0,IDPPI
Q7Z422,O14562,0,IDPPI
Q6P1L5,O14569,0,IDPPI
Q86VQ1,O14569,0,IDPPI
Q4VCS5,O14579,0,IDPPI
Q8WWM7,O14579,0,IDPPI
Q9H0B3,O14581,0,IDPPI
P59991,O14593,0,IDPPI
Q14D33,O14593,0,IDPPI
Q9BVC6,O14618,0,IDPPI
Q9BXF3,O14625,0,IDPPI
O94842,O14626,0,IDPPI
P01189,O14626,0,IDPPI
Q96GV9,O14626,0,IDPPI
Q96M02,O14626,0,IDPPI
Q8IXB3,O14645,0,IDPPI
Q8N350,O14649,0,IDPPI
P32314,O14653,0,IDPPI
Q53TN4,O14653,1,PPI
Q8IXJ9,O14653,0,IDPPI
Q9H606,O14657,0,IDPPI
A5YM72,O14662,0,PPI
O95721,O14662,1,IDPPI
Q5JTC6,O14662,0,IDPPI
Q9HCM7,O14678,0,IDPPI
C9JVI0,O14681,0,PPI
Q9NUH8,O14681,1,IDPPI
O95197,O14683,0,IDPPI
P18827,O14683,0,IDPPI
Q7LFL8,O14683,0,IDPPI
Q8WWF3,O14683,0,IDPPI
Q9NQ60,O14683,0,IDPPI
Q8IYS4,O14684,0,IDPPI
Q8N9Q2,O14684,0,IDPPI
Q9BTA9,O14684,0,IDPPI
Q8IWD4,O14718,0,IDPPI
Q8NHG7,O14718,0,IDPPI
A6NDE8,O14727,0,IDPPI
Q16637,O14727,0,IDPPI
Q6ZSY5,O14727,0,IDPPI
O95817,O14730,0,IDPPI
Q01954,O14730,0,IDPPI
Q9Y3Y4,O14730,0,IDPPI
P81408,O14732,0,IDPPI
Q14093,O14732,0,IDPPI
O75690,O14733,0,IDPPI
Q6ZU65,O14733,0,IDPPI
Q96BT3,O14734,0,IDPPI
P17861,O14735,0,IDPPI
P49447,O14735,1,PPI
Q13520,O14735,1,PPI
Q8TBB1,O14735,1,PPI
Q9Y680,O14735,1,PPI
